"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 29 10:05:07 GMT 2026","Fri May 29 10:05:11 GMT 2026","3244","","ui.LoginUITests","","ui.LoginUITests","guestSeesLoginErrorForWrongPassword","Guest sees login error for wrong password",""
"passed","Fri May 29 10:05:08 GMT 2026","Fri May 29 10:05:10 GMT 2026","2620","","ui.LoginUITests","","ui.LoginUITests","loggedInUserNameIsShownInHeader","Logged in user name is shown in header",""
"passed","Fri May 29 10:05:03 GMT 2026","Fri May 29 10:05:03 GMT 2026","27","","offer.OfferCreationTests","","offer.OfferCreationTests","guestCannotCreateOfferWithoutToken","Guest cannot create offer without token",""
"passed","Fri May 29 10:05:08 GMT 2026","Fri May 29 10:05:08 GMT 2026","683","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [1] STUDENT",""
"passed","Fri May 29 10:05:03 GMT 2026","Fri May 29 10:05:04 GMT 2026","1343","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user last name",""
"passed","Fri May 29 10:05:05 GMT 2026","Fri May 29 10:05:05 GMT 2026","126","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email",""
"passed","Fri May 29 10:05:05 GMT 2026","Fri May 29 10:05:05 GMT 2026","95","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without roles",""
"passed","Fri May 29 10:05:05 GMT 2026","Fri May 29 10:05:05 GMT 2026","344","","login.LoginTests","","login.LoginTests","guestCannotLoginWithUnknownEmail","Guest cannot login with unknown email",""
"passed","Fri May 29 10:05:05 GMT 2026","Fri May 29 10:05:06 GMT 2026","1004","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanRetryCreateOfferWithSameIdempotencyKey","Mentor can safely retry offer creation with idempotency key",""
"passed","Fri May 29 10:05:09 GMT 2026","Fri May 29 10:05:10 GMT 2026","1558","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUsersList","Admin can get users list",""
"passed","Fri May 29 10:05:07 GMT 2026","Fri May 29 10:05:08 GMT 2026","1207","","users.UserCreationTests","","users.UserCreationTests","adminCannotCreateUserWithDuplicateEmail","Admin cannot create user with duplicate email",""
"passed","Fri May 29 10:05:10 GMT 2026","Fri May 29 10:05:11 GMT 2026","622","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create student user",""
"passed","Fri May 29 10:05:10 GMT 2026","Fri May 29 10:05:11 GMT 2026","1045","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [2] MENTOR",""
"passed","Fri May 29 10:05:06 GMT 2026","Fri May 29 10:05:08 GMT 2026","1338","","users.UserEditTests","","users.UserEditTests","adminCannotUpdateUserWithDuplicateEmail","Admin cannot update user with duplicate email",""
"passed","Fri May 29 10:05:08 GMT 2026","Fri May 29 10:05:10 GMT 2026","1054","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create admin user",""
"passed","Fri May 29 10:05:07 GMT 2026","Fri May 29 10:05:07 GMT 2026","560","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [1] STUDENT",""
"passed","Fri May 29 10:05:08 GMT 2026","Fri May 29 10:05:10 GMT 2026","1482","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUserByPublicId","Admin can get user by public id",""
"passed","Fri May 29 10:05:06 GMT 2026","Fri May 29 10:05:06 GMT 2026","275","","register.RegisterTests","","register.RegisterTests","guestCanRegisterWithNormalizedEmail","Guest can register with normalized email",""
"passed","Fri May 29 10:04:54 GMT 2026","Fri May 29 10:05:05 GMT 2026","10266","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [1] STUDENT",""
"passed","Fri May 29 10:05:05 GMT 2026","Fri May 29 10:05:05 GMT 2026","48","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without last name",""
