"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 13 09:38:42 GMT 2026","Mon Jul 13 09:38:48 GMT 2026","6810","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [1] STUDENT",""
"passed","Mon Jul 13 09:38:38 GMT 2026","Mon Jul 13 09:38:45 GMT 2026","6614","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithInvalidTokenSignature","User cannot create offer with invalid token signature",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","487","","login.LoginTests","","login.LoginTests","guestCanLoginAfterSuccessfulRegistration","Guest can login after successful registration",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","95","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithMultipleRoles","Guest cannot register with multiple roles",""
"passed","Mon Jul 13 09:38:52 GMT 2026","Mon Jul 13 09:38:53 GMT 2026","953","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [2] MENTOR",""
"passed","Mon Jul 13 09:38:47 GMT 2026","Mon Jul 13 09:38:47 GMT 2026","654","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithExpiredToken","User cannot create offer with expired token",""
"passed","Mon Jul 13 09:38:38 GMT 2026","Mon Jul 13 09:38:46 GMT 2026","7833","","framework.RestAssuredConnectorServerErrorTests","","framework.RestAssuredConnectorServerErrorTests","connectorRetriesAndReturnsServerError","Connector retries and returns server error",""
"passed","Mon Jul 13 09:38:52 GMT 2026","Mon Jul 13 09:38:54 GMT 2026","1767","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user roles",""
"passed","Mon Jul 13 09:38:53 GMT 2026","Mon Jul 13 09:38:54 GMT 2026","1482","","users.UserCreationTests","","users.UserCreationTests","adminCannotCreateUserWithDuplicateEmail","Admin cannot create user with duplicate email",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","59","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without email",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:52 GMT 2026","1617","","users.UserAccessTests","","users.UserAccessTests","adminCanSeeInactiveUserInUsersList","Admin can see inactive user in users list",""
"passed","Mon Jul 13 09:38:45 GMT 2026","Mon Jul 13 09:38:46 GMT 2026","680","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [1] STUDENT",""
"passed","Mon Jul 13 09:38:38 GMT 2026","Mon Jul 13 09:38:47 GMT 2026","8500","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user first name",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","105","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email",""
"passed","Mon Jul 13 09:38:57 GMT 2026","Mon Jul 13 09:38:58 GMT 2026","1134","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [1] STUDENT",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","41","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without first name",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:54 GMT 2026","3682","","ui.LoginUITests","","ui.LoginUITests","studentCanLoginFromUi","Student can login from UI",""
"passed","Mon Jul 13 09:38:54 GMT 2026","Mon Jul 13 09:38:57 GMT 2026","2710","","ui.CatalogUITests","","ui.CatalogUITests","guestCanOpenCatalog","Guest can open catalog",""
"passed","Mon Jul 13 09:38:47 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","1583","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanCreateOffer","Mentor can create offer",""
"passed","Mon Jul 13 09:38:54 GMT 2026","Mon Jul 13 09:38:56 GMT 2026","1702","","users.UserEditTests","","users.UserEditTests","adminCannotUpdateUserWithDuplicateEmail","Admin cannot update user with duplicate email",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","1329","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanRetryCreateOfferWithSameIdempotencyKey","Mentor can safely retry offer creation with idempotency key",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","87","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email and password",""
"passed","Mon Jul 13 09:38:56 GMT 2026","Mon Jul 13 09:38:57 GMT 2026","1756","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUsersList","Admin can get users list",""
"passed","Mon Jul 13 09:38:47 GMT 2026","Mon Jul 13 09:38:47 GMT 2026","25","","offer.OfferCreationTests","","offer.OfferCreationTests","guestCannotCreateOfferWithoutToken","Guest cannot create offer without token",""
"passed","Mon Jul 13 09:38:48 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","230","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [2] MENTOR",""
"passed","Mon Jul 13 09:38:48 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","1012","","login.LoginTests","","login.LoginTests","inactiveUserCannotLogin","Inactive user cannot login",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","182","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without last name",""
"passed","Mon Jul 13 09:38:51 GMT 2026","Mon Jul 13 09:38:53 GMT 2026","1208","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [1] STUDENT",""
"passed","Mon Jul 13 09:38:54 GMT 2026","Mon Jul 13 09:38:57 GMT 2026","3435","","ui.LoginUITests","","ui.LoginUITests","guestSeesLoginErrorForWrongPassword","Guest sees login error for wrong password",""
"passed","Mon Jul 13 09:38:46 GMT 2026","Mon Jul 13 09:38:54 GMT 2026","7610","","ui.CatalogUITests","","ui.CatalogUITests","guestSeesActiveOfferInCatalog","Guest sees active offer in catalog",""
"passed","Mon Jul 13 09:38:53 GMT 2026","Mon Jul 13 09:38:54 GMT 2026","928","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [1] STUDENT",""
"passed","Mon Jul 13 09:38:56 GMT 2026","Mon Jul 13 09:38:57 GMT 2026","1537","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [2] MENTOR",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","249","","register.RegisterTests","","register.RegisterTests","guestCanRegisterWithNormalizedEmail","Guest can register with normalized email",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","88","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithWeakPassword","Guest cannot register with weak password",""
"passed","Mon Jul 13 09:38:51 GMT 2026","Mon Jul 13 09:38:52 GMT 2026","1667","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user status",""
"passed","Mon Jul 13 09:38:54 GMT 2026","Mon Jul 13 09:38:56 GMT 2026","1379","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create admin user",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:49 GMT 2026","82","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterAdminUser","Guest cannot register admin user",""
"passed","Mon Jul 13 09:38:49 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","594","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithDuplicateEmail","Guest cannot register with duplicate email",""
"passed","Mon Jul 13 09:38:50 GMT 2026","Mon Jul 13 09:38:50 GMT 2026","60","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithMalformedToken","User cannot create offer with malformed token",""
