"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 10:47:23 GMT 2026","Tue Jun 02 10:47:24 GMT 2026","695","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [1] STUDENT",""
"passed","Tue Jun 02 10:47:26 GMT 2026","Tue Jun 02 10:47:27 GMT 2026","591","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create student user",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","64","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without roles",""
"passed","Tue Jun 02 10:47:23 GMT 2026","Tue Jun 02 10:47:24 GMT 2026","1466","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user roles",""
"passed","Tue Jun 02 10:47:25 GMT 2026","Tue Jun 02 10:47:26 GMT 2026","1398","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [2] MENTOR",""
"passed","Tue Jun 02 10:47:22 GMT 2026","Tue Jun 02 10:47:23 GMT 2026","1436","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user status",""
"passed","Tue Jun 02 10:47:24 GMT 2026","Tue Jun 02 10:47:25 GMT 2026","1162","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create admin user",""
"passed","Tue Jun 02 10:47:20 GMT 2026","Tue Jun 02 10:47:20 GMT 2026","47","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithWeakPassword","Guest cannot register with weak password",""
"passed","Tue Jun 02 10:47:19 GMT 2026","Tue Jun 02 10:47:20 GMT 2026","995","","login.LoginTests","","login.LoginTests","inactiveUserCannotLogin","Inactive user cannot login",""
"passed","Tue Jun 02 10:47:18 GMT 2026","Tue Jun 02 10:47:19 GMT 2026","608","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithExpiredToken","User cannot create offer with expired token",""
"passed","Tue Jun 02 10:47:17 GMT 2026","Tue Jun 02 10:47:18 GMT 2026","758","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [2] ADMIN",""
"passed","Tue Jun 02 10:47:18 GMT 2026","Tue Jun 02 10:47:20 GMT 2026","1606","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user last name",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","48","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without first name",""
"passed","Tue Jun 02 10:47:25 GMT 2026","Tue Jun 02 10:47:26 GMT 2026","1093","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create mentor user",""
"passed","Tue Jun 02 10:47:20 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","815","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanRetryCreateOfferWithSameIdempotencyKey","Mentor can safely retry offer creation with idempotency key",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:22 GMT 2026","679","","login.LoginTests","","login.LoginTests","guestCanLoginAfterSuccessfulRegistration","Guest can login after successful registration",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","378","","register.RegisterTests","","register.RegisterTests","guestCanRegisterWithNormalizedEmail","Guest can register with normalized email",""
"passed","Tue Jun 02 10:47:09 GMT 2026","Tue Jun 02 10:47:16 GMT 2026","6818","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithInvalidTokenSignature","User cannot create offer with invalid token signature",""
"passed","Tue Jun 02 10:47:09 GMT 2026","Tue Jun 02 10:47:19 GMT 2026","9498","","login.LoginTests","","login.LoginTests","guestCanLoginWithNormalizedEmail","Guest can login with normalized email",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","64","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithMalformedToken","User cannot create offer with malformed token",""
"passed","Tue Jun 02 10:47:19 GMT 2026","Tue Jun 02 10:47:19 GMT 2026","619","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWrongPassword","Guest cannot login with wrong password",""
"passed","Tue Jun 02 10:47:16 GMT 2026","Tue Jun 02 10:47:17 GMT 2026","776","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [1] STUDENT",""
"passed","Tue Jun 02 10:47:23 GMT 2026","Tue Jun 02 10:47:24 GMT 2026","1277","","users.UserCreationTests","","users.UserCreationTests","adminCannotCreateUserWithDuplicateEmail","Admin cannot create user with duplicate email",""
"passed","Tue Jun 02 10:47:09 GMT 2026","Tue Jun 02 10:47:20 GMT 2026","10434","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [1] STUDENT",""
"passed","Tue Jun 02 10:47:26 GMT 2026","Tue Jun 02 10:47:27 GMT 2026","895","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [1] STUDENT",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","100","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without password",""
"passed","Tue Jun 02 10:47:20 GMT 2026","Tue Jun 02 10:47:20 GMT 2026","79","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithMultipleRoles","Guest cannot register with multiple roles",""
"passed","Tue Jun 02 10:47:11 GMT 2026","Tue Jun 02 10:47:18 GMT 2026","6795","","ui.CatalogUITests","","ui.CatalogUITests","guestSeesActiveOfferInCatalog","Guest sees active offer in catalog",""
"passed","Tue Jun 02 10:47:20 GMT 2026","Tue Jun 02 10:47:22 GMT 2026","1727","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user email",""
"passed","Tue Jun 02 10:47:22 GMT 2026","Tue Jun 02 10:47:23 GMT 2026","502","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [2] MENTOR",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","64","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without email",""
"passed","Tue Jun 02 10:47:20 GMT 2026","Tue Jun 02 10:47:23 GMT 2026","2810","","ui.LoginUITests","","ui.LoginUITests","studentCanLoginFromUi","Student can login from UI",""
"passed","Tue Jun 02 10:47:22 GMT 2026","Tue Jun 02 10:47:23 GMT 2026","611","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [1] STUDENT",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","366","","login.LoginTests","","login.LoginTests","guestCannotLoginWithUnknownEmail","Guest cannot login with unknown email",""
"passed","Tue Jun 02 10:47:18 GMT 2026","Tue Jun 02 10:47:18 GMT 2026","64","","offer.OfferCreationTests","","offer.OfferCreationTests","guestCannotCreateOfferWithoutToken","Guest cannot create offer without token",""
"passed","Tue Jun 02 10:47:22 GMT 2026","Tue Jun 02 10:47:24 GMT 2026","1295","","users.UserEditTests","","users.UserEditTests","adminCannotUpdateUserWithDuplicateEmail","Admin cannot update user with duplicate email",""
"passed","Tue Jun 02 10:47:22 GMT 2026","Tue Jun 02 10:47:22 GMT 2026","57","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWhitespaceOnlyCredentials","Guest cannot login with whitespace only credentials",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","52","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without last name",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:22 GMT 2026","1403","","users.UserAccessTests","","users.UserAccessTests","adminCanSeeInactiveUserInUsersList","Admin can see inactive user in users list",""
"passed","Tue Jun 02 10:47:21 GMT 2026","Tue Jun 02 10:47:21 GMT 2026","73","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email and password",""
"passed","Tue Jun 02 10:47:24 GMT 2026","Tue Jun 02 10:47:25 GMT 2026","1317","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUserByPublicId","Admin can get user by public id",""
