"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","110","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email and password",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","92","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterAdminUser","Guest cannot register admin user",""
"passed","Tue Sep 15 11:28:03 GMT 2026","Tue Sep 15 11:28:03 GMT 2026","709","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWrongPassword","Guest cannot login with wrong password",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","2073","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user email",""
"passed","Tue Sep 15 11:28:02 GMT 2026","Tue Sep 15 11:28:03 GMT 2026","688","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithExpiredToken","User cannot create offer with expired token",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:08 GMT 2026","1267","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [2] MENTOR",""
"passed","Tue Sep 15 11:27:53 GMT 2026","Tue Sep 15 11:28:01 GMT 2026","8074","","framework.RestAssuredConnectorServerErrorTests","","framework.RestAssuredConnectorServerErrorTests","connectorRetriesAndReturnsServerError","Connector retries and returns server error",""
"passed","Tue Sep 15 11:28:01 GMT 2026","Tue Sep 15 11:28:01 GMT 2026","616","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [1] STUDENT",""
"passed","Tue Sep 15 11:27:53 GMT 2026","Tue Sep 15 11:28:00 GMT 2026","6913","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithInvalidTokenSignature","User cannot create offer with invalid token signature",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","54","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithWeakPassword","Guest cannot register with weak password",""
"passed","Tue Sep 15 11:28:12 GMT 2026","Tue Sep 15 11:28:13 GMT 2026","1010","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create student user",""
"passed","Tue Sep 15 11:28:08 GMT 2026","Tue Sep 15 11:28:09 GMT 2026","1019","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [1] STUDENT",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","602","","login.LoginTests","","login.LoginTests","guestCanLoginAfterSuccessfulRegistration","Guest can login after successful registration",""
"passed","Tue Sep 15 11:28:10 GMT 2026","Tue Sep 15 11:28:12 GMT 2026","1169","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create admin user",""
"passed","Tue Sep 15 11:28:03 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","1229","","login.LoginTests","","login.LoginTests","inactiveUserCannotLogin","Inactive user cannot login",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","76","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithMultipleRoles","Guest cannot register with multiple roles",""
"passed","Tue Sep 15 11:28:01 GMT 2026","Tue Sep 15 11:28:09 GMT 2026","7727","","ui.CatalogUITests","","ui.CatalogUITests","guestSeesActiveOfferInCatalog","Guest sees active offer in catalog",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","95","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without password",""
"passed","Tue Sep 15 11:28:12 GMT 2026","Tue Sep 15 11:28:14 GMT 2026","1635","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUsersList","Admin can get users list",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","67","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without roles",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","335","","register.RegisterTests","","register.RegisterTests","guestCanRegisterWithNormalizedEmail","Guest can register with normalized email",""
"passed","Tue Sep 15 11:27:53 GMT 2026","Tue Sep 15 11:28:03 GMT 2026","9280","","login.LoginTests","","login.LoginTests","guestCanLoginWithNormalizedEmail","Guest can login with normalized email",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","49","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without email",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","64","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWhitespaceOnlyCredentials","Guest cannot login with whitespace only credentials",""
"passed","Tue Sep 15 11:28:02 GMT 2026","Tue Sep 15 11:28:02 GMT 2026","50","","offer.OfferCreationTests","","offer.OfferCreationTests","guestCannotCreateOfferWithoutToken","Guest cannot create offer without token",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","155","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without first name",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:08 GMT 2026","2010","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user status",""
"passed","Tue Sep 15 11:27:57 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","7150","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [1] STUDENT",""
"passed","Tue Sep 15 11:28:09 GMT 2026","Tue Sep 15 11:28:13 GMT 2026","3579","","ui.LoginUITests","","ui.LoginUITests","guestSeesLoginErrorForWrongPassword","Guest sees login error for wrong password",""
"passed","Tue Sep 15 11:28:12 GMT 2026","Tue Sep 15 11:28:12 GMT 2026","808","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create mentor user",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","63","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithMalformedToken","User cannot create offer with malformed token",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","196","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [2] MENTOR",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:09 GMT 2026","3659","","ui.LoginUITests","","ui.LoginUITests","studentCanLoginFromUi","Student can login from UI",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","1178","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanRetryCreateOfferWithSameIdempotencyKey","Mentor can safely retry offer creation with idempotency key",""
"passed","Tue Sep 15 11:28:09 GMT 2026","Tue Sep 15 11:28:11 GMT 2026","1401","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUserByPublicId","Admin can get user by public id",""
"passed","Tue Sep 15 11:28:02 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","1555","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user last name",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","70","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without password",""
"passed","Tue Sep 15 11:28:10 GMT 2026","Tue Sep 15 11:28:11 GMT 2026","1353","","users.UserEditTests","","users.UserEditTests","adminCannotUpdateUserWithDuplicateEmail","Admin cannot update user with duplicate email",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:07 GMT 2026","1650","","users.UserAccessTests","","users.UserAccessTests","adminCanSeeInactiveUserInUsersList","Admin can see inactive user in users list",""
"passed","Tue Sep 15 11:28:09 GMT 2026","Tue Sep 15 11:28:10 GMT 2026","1647","","users.UserCreationTests","","users.UserCreationTests","adminCannotCreateUserWithDuplicateEmail","Admin cannot create user with duplicate email",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","290","","login.LoginTests","","login.LoginTests","guestCannotLoginWithUnknownEmail","Guest cannot login with unknown email",""
"passed","Tue Sep 15 11:28:11 GMT 2026","Tue Sep 15 11:28:14 GMT 2026","2868","","ui.LoginUITests","","ui.LoginUITests","loggedInUserNameIsShownInHeader","Logged in user name is shown in header",""
"passed","Tue Sep 15 11:28:12 GMT 2026","Tue Sep 15 11:28:14 GMT 2026","1232","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [1] STUDENT",""
"passed","Tue Sep 15 11:28:04 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","397","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithDuplicateEmail","Guest cannot register with duplicate email",""
"passed","Tue Sep 15 11:27:53 GMT 2026","Tue Sep 15 11:28:02 GMT 2026","8789","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user first name",""
"passed","Tue Sep 15 11:28:09 GMT 2026","Tue Sep 15 11:28:12 GMT 2026","3039","","ui.CatalogUITests","","ui.CatalogUITests","guestCanOpenCatalog","Guest can open catalog",""
"passed","Tue Sep 15 11:28:11 GMT 2026","Tue Sep 15 11:28:12 GMT 2026","1464","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [2] MENTOR",""
"passed","Tue Sep 15 11:28:06 GMT 2026","Tue Sep 15 11:28:06 GMT 2026","338","","login.LoginTests","","login.LoginTests","guestCannotLoginWithEmailHavingLeadingOrTrailingSpaces","Guest cannot login with email having leading or trailing spaces",""
"passed","Tue Sep 15 11:28:01 GMT 2026","Tue Sep 15 11:28:02 GMT 2026","751","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [2] ADMIN",""
"passed","Tue Sep 15 11:28:08 GMT 2026","Tue Sep 15 11:28:09 GMT 2026","1077","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [1] STUDENT",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","179","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without last name",""
"passed","Tue Sep 15 11:28:05 GMT 2026","Tue Sep 15 11:28:05 GMT 2026","258","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email",""
"passed","Tue Sep 15 11:28:08 GMT 2026","Tue Sep 15 11:28:10 GMT 2026","1826","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user roles",""
"passed","Tue Sep 15 11:28:03 GMT 2026","Tue Sep 15 11:28:04 GMT 2026","1798","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanCreateOffer","Mentor can create offer",""
"passed","Tue Sep 15 11:28:07 GMT 2026","Tue Sep 15 11:28:08 GMT 2026","922","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [2] MENTOR",""
