"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","60","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without first name",""
"passed","Wed Aug 26 06:58:03 GMT 2026","Wed Aug 26 06:58:06 GMT 2026","2906","","ui.CatalogUITests","","ui.CatalogUITests","guestCanOpenCatalog","Guest can open catalog",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:58:03 GMT 2026","3630","","ui.LoginUITests","","ui.LoginUITests","studentCanLoginFromUi","Student can login from UI",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","79","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without roles",""
"passed","Wed Aug 26 06:57:57 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","1572","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user last name",""
"passed","Wed Aug 26 06:58:05 GMT 2026","Wed Aug 26 06:58:06 GMT 2026","1099","","users.UserCreationTests","","users.UserCreationTests","adminCanCreateUser","Admin can create user Create mentor user",""
"passed","Wed Aug 26 06:57:48 GMT 2026","Wed Aug 26 06:57:57 GMT 2026","8541","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user first name",""
"passed","Wed Aug 26 06:57:48 GMT 2026","Wed Aug 26 06:57:55 GMT 2026","6632","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithInvalidTokenSignature","User cannot create offer with invalid token signature",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","145","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","42","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without password",""
"passed","Wed Aug 26 06:58:02 GMT 2026","Wed Aug 26 06:58:04 GMT 2026","1456","","users.UserCreationTests","","users.UserCreationTests","adminCannotCreateUserWithDuplicateEmail","Admin cannot create user with duplicate email",""
"passed","Wed Aug 26 06:57:48 GMT 2026","Wed Aug 26 06:57:57 GMT 2026","8948","","login.LoginTests","","login.LoginTests","guestCanLoginWithNormalizedEmail","Guest can login with normalized email",""
"passed","Wed Aug 26 06:57:56 GMT 2026","Wed Aug 26 06:58:03 GMT 2026","7017","","ui.CatalogUITests","","ui.CatalogUITests","guestSeesActiveOfferInCatalog","Guest sees active offer in catalog",""
"passed","Wed Aug 26 06:58:02 GMT 2026","Wed Aug 26 06:58:04 GMT 2026","1538","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUserByPublicId","Admin can get user by public id",""
"passed","Wed Aug 26 06:58:00 GMT 2026","Wed Aug 26 06:58:00 GMT 2026","263","","login.LoginTests","","login.LoginTests","guestCannotLoginWithEmailHavingLeadingOrTrailingSpaces","Guest cannot login with email having leading or trailing spaces",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","100","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithMalformedToken","User cannot create offer with malformed token",""
"passed","Wed Aug 26 06:58:00 GMT 2026","Wed Aug 26 06:58:00 GMT 2026","77","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWhitespaceOnlyCredentials","Guest cannot login with whitespace only credentials",""
"passed","Wed Aug 26 06:58:04 GMT 2026","Wed Aug 26 06:58:06 GMT 2026","1799","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUserByPublicId","User without admin role cannot get other user by public id [2] MENTOR",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","444","","register.RegisterTests","","register.RegisterTests","guestCanRegisterWithNormalizedEmail","Guest can register with normalized email",""
"passed","Wed Aug 26 06:58:01 GMT 2026","Wed Aug 26 06:58:02 GMT 2026","878","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [2] MENTOR",""
"passed","Wed Aug 26 06:57:51 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","6630","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [1] STUDENT",""
"passed","Wed Aug 26 06:57:56 GMT 2026","Wed Aug 26 06:57:56 GMT 2026","42","","offer.OfferCreationTests","","offer.OfferCreationTests","guestCannotCreateOfferWithoutToken","Guest cannot create offer without token",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","284","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithDuplicateEmail","Guest cannot register with duplicate email",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","59","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without email",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:58:01 GMT 2026","1344","","users.UserAccessTests","","users.UserAccessTests","adminCanSeeInactiveUserInUsersList","Admin can see inactive user in users list",""
"passed","Wed Aug 26 06:57:56 GMT 2026","Wed Aug 26 06:57:57 GMT 2026","592","","offer.OfferCreationTests","","offer.OfferCreationTests","userCannotCreateOfferWithExpiredToken","User cannot create offer with expired token",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","71","","login.LoginTests","","login.LoginTests","guestCannotLoginWithoutRequiredFields","Guest cannot login without required fields Login without email and password",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","151","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without password",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","893","","login.LoginTests","","login.LoginTests","inactiveUserCannotLogin","Inactive user cannot login",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","93","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithoutRequiredFields","Guest cannot register without required fields Register user without last name",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","234","","register.RegisterTests","","register.RegisterTests","guestCanRegisterUser","Guest can register user [2] MENTOR",""
"passed","Wed Aug 26 06:58:04 GMT 2026","Wed Aug 26 06:58:05 GMT 2026","1509","","users.UserEditTests","","users.UserEditTests","adminCannotUpdateUserWithDuplicateEmail","Admin cannot update user with duplicate email",""
"passed","Wed Aug 26 06:58:05 GMT 2026","Wed Aug 26 06:58:07 GMT 2026","1452","","users.UserAccessTests","","users.UserAccessTests","adminCanGetUsersList","Admin can get users list",""
"passed","Wed Aug 26 06:58:02 GMT 2026","Wed Aug 26 06:58:02 GMT 2026","733","","users.UserAccessTests","","users.UserAccessTests","userWithoutAdminRoleCannotGetUsersList","User without admin role cannot get users list [1] STUDENT",""
"passed","Wed Aug 26 06:58:01 GMT 2026","Wed Aug 26 06:58:02 GMT 2026","974","","users.UserCreationTests","","users.UserCreationTests","userWithoutAdminRoleCannotCreateUser","User without admin role cannot create user [1] STUDENT",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","380","","login.LoginTests","","login.LoginTests","guestCannotLoginWithUnknownEmail","Guest cannot login with unknown email",""
"passed","Wed Aug 26 06:57:55 GMT 2026","Wed Aug 26 06:57:56 GMT 2026","611","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [2] ADMIN",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:58:00 GMT 2026","1983","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user email",""
"passed","Wed Aug 26 06:57:57 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","1368","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanCreateOffer","Mentor can create offer",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:59 GMT 2026","1156","","offer.OfferCreationTests","","offer.OfferCreationTests","mentorCanRetryCreateOfferWithSameIdempotencyKey","Mentor can safely retry offer creation with idempotency key",""
"passed","Wed Aug 26 06:58:06 GMT 2026","Wed Aug 26 06:58:08 GMT 2026","1842","","ui.LoginUITests","","ui.LoginUITests","loggedInUserNameIsShownInHeader","Logged in user name is shown in header",""
"passed","Wed Aug 26 06:57:55 GMT 2026","Wed Aug 26 06:57:55 GMT 2026","547","","offer.OfferCreationTests","","offer.OfferCreationTests","userWithoutMentorRoleCannotCreateOffer","User without mentor role cannot create offer [1] STUDENT",""
"passed","Wed Aug 26 06:57:57 GMT 2026","Wed Aug 26 06:57:57 GMT 2026","481","","login.LoginTests","","login.LoginTests","guestCannotLoginWithWrongPassword","Guest cannot login with wrong password",""
"passed","Wed Aug 26 06:57:48 GMT 2026","Wed Aug 26 06:57:56 GMT 2026","7856","","framework.RestAssuredConnectorServerErrorTests","","framework.RestAssuredConnectorServerErrorTests","connectorRetriesAndReturnsServerError","Connector retries and returns server error",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","75","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithMultipleRoles","Guest cannot register with multiple roles",""
"passed","Wed Aug 26 06:57:58 GMT 2026","Wed Aug 26 06:57:58 GMT 2026","56","","register.RegisterTests","","register.RegisterTests","guestCannotRegisterWithWeakPassword","Guest cannot register with weak password",""
"passed","Wed Aug 26 06:58:02 GMT 2026","Wed Aug 26 06:58:04 GMT 2026","1629","","users.UserEditTests","","users.UserEditTests","adminCanUpdateUser","Admin can update user Update user roles",""
"passed","Wed Aug 26 06:57:59 GMT 2026","Wed Aug 26 06:58:00 GMT 2026","723","","login.LoginTests","","login.LoginTests","guestCanLoginAfterSuccessfulRegistration","Guest can login after successful registration",""
